Group,Subjects,Time_coverage_1,Time_coverage_2,Time_coverage_3,Time_coverage_4,Time_coverage_5,Time_coverage_6,Time_coverage_7,Time_coverage_8,Time_coverage_9,Duration_1,Duration_2,Duration_3,Duration_4,Duration_5,Duration_6,Duration_7,Duration_8,Duration_9,Occurrence_1,Occurrence_2,Occurrence_3,Occurrence_4,Occurrence_5,Occurrence_6,Occurrence_7,Occurrence_8,Occurrence_9
2,40,7.45522698875469,12.9112869637651,8.45481049562682,9.82923781757601,8.82965431070387,11.4952103290296,9.82923781757601,16.9929196168263,14.2024156601416,0.0220987654320988,0.023168908819133,0.0246958637469586,0.0231372549019608,0.0206627680311891,0.0262857142857143,0.0238383838383838,0.0290598290598291,0.0258333333333333,135,223,137,170,171,175,165,234,220
2,41,8.24656393169513,5.16451478550604,13.9941690962099,11.7034568929613,12.7863390254061,10.3290295710121,4.12328196584756,16.7013744273219,16.95127030404,0.0251908396946565,0.0208754208754209,0.0294736842105263,0.0278769841269841,0.0266493055555556,0.0255144032921811,0.0211538461538462,0.0307987711213518,0.0300147492625369,131,99,190,168,192,162,78,217,226
2,42,8.62140774677218,8.24656393169513,10.7455226988755,11.2036651395252,11.4535610162432,9.82923781757601,10.4956268221574,16.7013744273219,12.7030403998334,0.026953125,0.025984251968504,0.0279220779220779,0.0268463073852296,0.0260416666666667,0.0280952380952381,0.0260869565217391,0.0319776714513557,0.0292145593869732,128,127,154,167,176,140,161,209,174
2,43,7.62182423990004,8.70470637234486,13.6609745939192,10.3706788837984,10.5789254477301,8.70470637234486,11.4952103290296,14.7855060391504,14.0774677217826,0.0231060606060606,0.0232222222222222,0.0273333333333333,0.0242690058479532,0.0237827715355805,0.0241898148148148,0.0267441860465116,0.0292904290429043,0.0256060606060606,132,150,200,171,178,144,172,202,220
2,44,8.28821324448147,10.079133694294,12.3698458975427,11.3702623906706,10.1624323198667,9.4960433152853,9.82923781757601,14.4106622240733,13.9941690962099,0.0242092457420925,0.0245934959349594,0.0271978021978022,0.0258522727272727,0.0228464419475656,0.0248366013071896,0.0244306418219462,0.0266975308641975,0.0274509803921569,137,164,182,176,178,153,161,216,204
2,45,9.2877967513536,8.70470637234486,13.7859225322782,12.2448979591837,8.95460224906289,11.5785089546022,9.87088713036235,9.12119950020825,16.3681799250312,0.0232291666666667,0.0220464135021097,0.0265224358974359,0.025,0.0209551656920078,0.024006908462867,0.0251592356687898,0.0217261904761905,0.0271784232365145,160,158,208,196,171,193,157,168,241
2,46,7.87172011661808,8.78800499791753,12.5780924614744,9.74593919200333,7.41357767596835,12.2032486463973,9.74593919200333,15.5351936693045,16.1182840483132,0.0311881188118812,0.0251190476190476,0.0322649572649573,0.0258278145695364,0.0251412429378531,0.0295959595959596,0.0293233082706767,0.0347299813780261,0.0343085106382979,101,140,156,151,118,165,133,179,188
2,47,8.45481049562682,8.20491461890879,12.3281965847564,9.4960433152853,9.16284881299459,9.2877967513536,10.7871720116618,15.6601416076635,16.6180758017493,0.0231735159817352,0.023792270531401,0.0269581056466302,0.0217142857142857,0.0235042735042735,0.0251126126126126,0.0255424063116371,0.0294209702660407,0.029424778761062,146,138,183,175,156,148,169,213,226
2,48,8.03831736776343,8.78800499791753,13.4943773427738,11.0787172011662,8.57975843398584,10.1624323198667,9.32944606413994,16.826322365681,13.7026239067055,0.0274928774928775,0.0295518207282913,0.0339622641509434,0.0265469061876248,0.0266149870801034,0.0299019607843137,0.0291666666666667,0.0352530541012216,0.0332323232323233,117,119,159,167,129,136,128,191,165
2,49,9.82923781757601,13.2028321532695,7.33027905039567,8.20491461890879,8.28821324448147,10.1624323198667,10.4539775093711,18.8254893794252,13.7026239067055,0.0291358024691358,0.0316367265469062,0.0236559139784946,0.0250636132315522,0.024937343358396,0.0294685990338164,0.0264767932489452,0.0432950191570881,0.033640081799591,135,167,124,131,133,138,158,174,163
2,50,7.16368179925031,5.24781341107872,11.5785089546022,9.87088713036235,11.1203665139525,9.07955018742191,11.9950020824656,17.4094127446897,16.4931278633903,0.0255952380952381,0.0216494845360825,0.0267822736030829,0.0239393939393939,0.0255747126436782,0.0242222222222222,0.0271186440677966,0.029395218002813,0.0290748898678414,112,97,173,165,174,150,177,237,227
2,51,7.45522698875469,9.24614743856726,12.7863390254061,12.536443148688,8.16326530612245,10.5789254477301,10.8704706372345,13.3694294044148,14.993752603082,0.0286858974358974,0.0262411347517731,0.0315843621399177,0.0309670781893004,0.0279202279202279,0.0309002433090025,0.0291946308724832,0.0332298136645963,0.0319148936170213,104,141,162,162,117,137,149,161,188
2,52,5.70595585172845,12.28654727197,16.3681799250312,9.20449812578092,8.41316118284048,9.24614743856726,6.12244897959184,15.7434402332362,16.8679716784673,0.0215408805031447,0.0265765765765766,0.0289823008849558,0.0228778467908903,0.021443736730361,0.0243421052631579,0.0205882352941177,0.0290322580645161,0.0280082987551867,106,185,226,161,157,152,119,217,241
2,53,8.45481049562682,10.0374843815077,11.4952103290296,9.82923781757601,6.0807996668055,13.7442732194919,8.41316118284048,16.6597251145356,15.2852977925864,0.0286723163841808,0.0277011494252874,0.0296774193548387,0.0287104622871046,0.0227414330218069,0.0335365853658537,0.0273712737127371,0.037037037037037,0.0339814814814815,118,145,155,137,107,164,123,180,180
2,54,6.03915035401916,8.28821324448147,13.8275718450646,12.036651395252,9.99583506872137,8.49645980841316,11.6201582673886,14.493960849646,15.2019991670137,0.0244107744107744,0.0242092457420925,0.0292768959435626,0.02521815008726,0.0235294117647059,0.023943661971831,0.0273529411764706,0.0298969072164949,0.0293880837359098,99,137,189,191,170,142,170,194,207
