Group,Subjects,Time_coverage_1,Time_coverage_2,Time_coverage_3,Time_coverage_4,Time_coverage_5,Time_coverage_6,Time_coverage_7,Time_coverage_8,Time_coverage_9,Duration_1,Duration_2,Duration_3,Duration_4,Duration_5,Duration_6,Duration_7,Duration_8,Duration_9,Occurrence_1,Occurrence_2,Occurrence_3,Occurrence_4,Occurrence_5,Occurrence_6,Occurrence_7,Occurrence_8,Occurrence_9
2,30,9.07955018742191,9.95418575593503,13.6609745939192,11.3286130778842,9.07955018742191,9.62099125364431,8.57975843398584,15.6184922948771,13.0362349021241,0.0248858447488585,0.0225047080979285,0.0264090177133656,0.0245045045045045,0.0224279835390947,0.0234756097560976,0.0228888888888889,0.0280269058295964,0.0256978653530378,146,177,207,185,162,164,150,223,203
2,31,7.12203248646397,14.743856726364,9.24614743856726,8.20491461890879,5.45605997501041,14.1607663473553,8.03831736776343,15.2852977925864,17.7426072469804,0.0268867924528302,0.0299492385786802,0.0264285714285714,0.023621103117506,0.0229824561403509,0.0323809523809524,0.0277298850574713,0.0416099773242631,0.0351485148514852,106,197,140,139,95,175,116,147,202
2,32,9.57934194085798,10.4539775093711,13.8275718450646,9.32944606413994,7.70512286547272,10.7038733860891,8.7463556851312,15.2436484798001,14.4106622240733,0.0259009009009009,0.0232407407407408,0.0278056951423786,0.0222222222222222,0.0221822541966427,0.0237962962962963,0.0257352941176471,0.0268722466960352,0.0270735524256651,148,180,199,168,139,180,136,227,213
2,33,9.07955018742191,7.12203248646397,10.0374843815077,11.4952103290296,11.5368596418159,9.24614743856726,11.1203665139525,15.5768429820908,14.743856726364,0.0243847874720358,0.0208029197080292,0.0236274509803922,0.0251366120218579,0.0234348561759729,0.0246666666666667,0.0263313609467456,0.0259722222222222,0.0266968325791855,149,137,170,183,197,150,169,240,221
2,34,7.24698042482299,12.536443148688,9.37109537692628,10.2040816326531,8.57975843398584,8.32986255726781,10.8288213244481,15.5768429820908,17.326114119117,0.0232,0.0233333333333333,0.024671052631579,0.0223132969034609,0.0210633946830266,0.0233100233100233,0.0250481695568401,0.0305555555555556,0.0301449275362319,125,215,152,183,163,143,173,204,230
2,35,5.83090379008746,10.2040816326531,11.2036651395252,10.6205747605165,9.53769262807164,10.7455226988755,8.66305705955852,15.8267388588088,17.3677634319034,0.0233333333333333,0.0232007575757576,0.0246336996336997,0.0242857142857143,0.0219348659003832,0.0255952380952381,0.0235827664399093,0.0285285285285285,0.0275793650793651,100,176,182,175,174,168,147,222,252
2,36,7.49687630154102,7.66347355268638,13.9108704706372,11.7451062057476,9.78758850478967,9.57934194085798,9.03790087463557,15.6601416076635,15.1187005414411,0.0225563909774436,0.0210045662100457,0.0270226537216829,0.0233830845771144,0.0217592592592593,0.0241090146750524,0.0231837606837607,0.0277286135693215,0.0272522522522523,133,146,206,201,180,159,156,226,222
2,37,6.6222407330279,12.3281965847564,15.2436484798001,9.87088713036235,7.53852561432736,10.079133694294,7.41357767596835,16.95127030404,13.9525197834236,0.0203846153846154,0.0265232974910394,0.0300492610837438,0.0219444444444445,0.0218599033816425,0.0241516966067864,0.0208920187793427,0.0311162079510703,0.0254946727549467,130,186,203,180,138,167,142,218,219
2,38,7.7884214910454,8.7463556851312,13.7859225322782,10.8288213244481,10.2457309454394,10.6205747605165,10.1624323198667,15.3269471053728,12.4947938359017,0.0227493917274939,0.021604938271605,0.0281462585034014,0.0240740740740741,0.0220430107526882,0.0244252873563219,0.023921568627451,0.0281345565749236,0.0242718446601942,137,162,196,180,186,174,170,218,206
2,39,7.16368179925031,10.9954185755935,15.2019991670137,10.2040816326531,12.1199500208247,8.12161599333611,8.07996668054977,14.2857142857143,13.7859225322782,0.0233062330623306,0.0240437158469945,0.0315198618307427,0.0243055555555556,0.0238916256157636,0.021523178807947,0.0230952380952381,0.0273524720893142,0.0237787356321839,123,183,193,168,203,151,140,209,232
