group,subject,SubjectID,Time_coverage_1,Time_coverage_2,Time_coverage_3,Time_coverage_4,Time_coverage_5,Time_coverage_6,Time_coverage_7,Time_coverage_8,Time_coverage_9,Duration_1,Duration_2,Duration_3,Duration_4,Duration_5,Duration_6,Duration_7,Duration_8,Duration_9,Occurrence_1,Occurrence_2,Occurrence_3,Occurrence_4,Occurrence_5,Occurrence_6,Occurrence_7,Occurrence_8,Occurrence_9
2,61,12002083,10.8303249097473,12.3021382949181,14.6348236600944,13.7739516800889,8.9419605665093,7.99777839489031,9.33074146070536,7.41460705359622,14.745903915579,0.03027950310559,0.033560606060606,0.0333544303797468,0.0323759791122715,0.0292727272727272,0.027906976744186,0.0289655172413793,0.0281645569620253,0.0335227272727272,322,330,395,383,275,258,290,237,396
2,62,12003400,10.7470147181339,10.024993057484,11.2746459316856,11.3301860594279,10.3582338239378,12.1355179116912,10.4970841432935,10.6081643987781,13.0241599555679,0.0291415662650602,0.0302852348993288,0.0298529411764705,0.0293103448275862,0.029140625,0.0310369318181818,0.0293478260869565,0.0286786786786786,0.0313502673796791,332,298,340,348,320,352,322,333,374
2,63,12015087,10.6914745903916,11.5801166342683,12.663149125243,12.1355179116912,10.774784782005,9.96945292974174,10.8580949736184,8.02554845876145,13.3018605942794,0.0283923303834808,0.0307522123893805,0.0308108108108108,0.0293682795698924,0.029483282674772,0.0286741214057508,0.028834808259587,0.0290160642570281,0.0308634020618556,339,339,370,372,329,313,339,249,388
2,64,12017179,12.3299083587892,10.9414051652319,12.7464593168564,13.1352402110525,11.0524854207165,10.0805331852263,8.96973063038045,9.80283254651486,10.9414051652319,0.0310055865921787,0.0294910179640718,0.0314383561643835,0.0307142857142857,0.0291788856304985,0.028359375,0.029046762589928,0.0272376543209876,0.0302147239263803,358,334,365,385,341,320,278,324,326
2,65,12017315,12.5242988058873,9.52513190780339,11.2746459316856,11.6356567620106,8.74757011941128,13.2185504026659,11.9966675923355,9.35851152457651,11.718966953624,0.0359076433121019,0.0299825174825174,0.0315217391304347,0.030991124260355,0.0293843283582089,0.0335211267605633,0.0302521008403361,0.0303057553956834,0.0324615384615384,314,286,322,338,268,355,357,278,325
2,66,12017416,11.1080255484588,8.66425992779783,13.0241599555679,12.6076089975007,10.4693140794224,11.9966675923355,12.1910580394335,8.24770896973063,11.6078866981394,0.0308641975308642,0.03046875,0.0326601671309192,0.031267217630854,0.0315217391304347,0.0332307692307692,0.0319970845481049,0.0292322834645669,0.030466472303207,324,256,359,363,299,325,343,254,343
3,1,12014334,13.1074701471813,13.8572618717023,7.5812274368231,11.1357956123299,12.4132185504027,9.4140516523188,11.0247153568453,10.6637045265204,10.774784782005,0.0304123711340206,0.0317430025445292,0.0285564853556485,0.0307515337423312,0.0286538461538461,0.0298415492957746,0.0287681159420289,0.0288288288288288,0.0308917197452229,388,393,239,326,390,284,345,333,314
3,2,12015571,11.2746459316856,10.8025548458761,11.6356567620106,12.1355179116912,9.38628158844765,11.718966953624,10.4693140794224,10.2193835045821,12.3576784226604,0.0289173789173789,0.0302959501557632,0.0319359756097561,0.0305167597765363,0.0286440677966101,0.0311209439528023,0.0303054662379421,0.0309764309764309,0.0308171745152354,351,321,328,358,295,339,311,297,361
3,3,12015896,9.10858094973618,11.6356567620106,11.524576506526,14.0238822549292,9.99722299361289,10.8858650374896,12.0799777839489,8.77534018328242,11.9688975284643,0.0287719298245614,0.0311755952380952,0.0295584045584045,0.0307926829268292,0.0304054054054054,0.0309148264984227,0.0297945205479452,0.0311023622047244,0.0300977653631284,285,336,351,410,296,317,365,254,358
3,4,12015975,14.745903915579,13.7739516800889,9.35851152457651,11.4412663149125,12.468758678145,7.55345737295196,9.8861427381283,9.19189114134963,11.5801166342683,0.030447247706422,0.030392156862745,0.028656462585034,0.0290960451977401,0.0305858310626703,0.0272,0.0288961038961039,0.0289335664335664,0.0298710601719197,436,408,294,354,367,250,308,286,349
3,5,12016112,10.9414051652319,11.2746459316856,11.8300472091086,12.8297695084699,9.13635101360733,11.5801166342683,11.1080255484588,9.30297139683421,11.9966675923355,0.0310725552050473,0.0306646525679758,0.0303418803418803,0.0306366047745358,0.0284602076124567,0.0327830188679245,0.029673590504451,0.0305656934306569,0.0308571428571428,317,331,351,377,289,318,337,274,350
3,6,12016189,9.27520133296307,14.9958344904193,10.1360733129686,13.1630102749236,8.69202999166898,10.7470147181339,9.08081088586504,13.0797000833102,10.8303249097473,0.0283050847457627,0.0310344827586206,0.0299180327868852,0.0291154791154791,0.0286630036630036,0.0287946428571428,0.0274328859060402,0.0292183622828784,0.0282608695652173,295,435,305,407,273,336,298,403,345
3,7,12016268,10.580394334907,10.4137739516801,11.2191058039433,11.5523465703971,11.718966953624,10.9969452929742,10.4970841432935,10.2749236323244,12.7464593168564,0.0300473186119873,0.032439446366782,0.0297058823529411,0.0295454545454545,0.0298022598870056,0.0313291139240506,0.0294392523364486,0.0297427652733119,0.031267029972752,317,289,340,352,354,316,321,311,367
3,8,12016280,11.3024159955568,12.4965287420161,11.3857261871702,12.1910580394335,9.91391280199944,10.2471535684532,9.91391280199944,9.8861427381283,12.6353790613718,0.029578488372093,0.0296833773087071,0.0300586510263929,0.0294235924932975,0.0294554455445544,0.0295673076923076,0.0286057692307692,0.0286173633440514,0.0296997389033942,344,379,341,373,303,312,312,311,383
3,9,12016886,12.468758678145,9.830602610386,14.9958344904193,13.0241599555679,9.49736184393224,9.91391280199944,9.44182171618995,7.1646764787559,13.6351013607331,0.0296174142480211,0.0294019933554817,0.0329268292682926,0.0291666666666666,0.0280327868852459,0.0295529801324503,0.0284280936454849,0.0273305084745763,0.0311548223350253,379,301,410,402,305,302,299,236,394
3,10,12017001,13.4684809775062,8.9419605665093,10.3582338239378,10.969175229103,11.1913357400722,11.6356567620106,12.9686198278256,8.58094973618439,11.8855873368509,0.0348419540229885,0.0315686274509804,0.0294164037854889,0.030667701863354,0.0287037037037037,0.032940251572327,0.031986301369863,0.0297115384615384,0.0303977272727272,348,255,317,322,351,318,365,260,352
