group,subject,SubjectID,Time_coverage_1,Time_coverage_2,Time_coverage_3,Time_coverage_4,Time_coverage_5,Time_coverage_6,Time_coverage_7,Time_coverage_8,Time_coverage_9,Duration_1,Duration_2,Duration_3,Duration_4,Duration_5,Duration_6,Duration_7,Duration_8,Duration_9,Occurrence_1,Occurrence_2,Occurrence_3,Occurrence_4,Occurrence_5,Occurrence_6,Occurrence_7,Occurrence_8,Occurrence_9
2,21,29,14.775041658952,11.9052027402333,12.7568968709498,10.9424180707276,13.275319385299,11.2016293279022,9.79448250324014,8.3132753193853,7.0357341233105,0.0343669250645995,0.0326727642276423,0.0323474178403756,0.0297583081570997,0.0304071246819338,0.0302802802802803,0.0284408602150538,0.0279228855721393,0.0247395833333333,387,328,355,331,393,333,310,268,256
2,22,2,12.8124421403444,10.6091464543603,12.8679874097389,12.3680799851879,14.1825587854101,11.6274763932605,10.1277541196075,8.22069987039437,7.18385484169598,0.0316849816849817,0.0273638968481375,0.0324463118580765,0.0315391879131256,0.0308373590982286,0.0292364990689013,0.0272139303482587,0.0283524904214559,0.0262872628726287,364,349,357,353,414,358,335,261,246
2,23,30,15.2934641733012,10.7572671727458,13.1457137567117,10.9979633401222,14.571375671172,12.7939270505462,7.77633771523792,7.85039807443066,6.81355304573227,0.0323161189358372,0.0272769953051643,0.0283094098883572,0.0266129032258064,0.0283910533910534,0.0290092359361881,0.0226537216828479,0.0238738738738739,0.0223030303030303,426,355,418,372,462,397,309,296,275
2,24,31,12.9050175893353,13.4975004628772,14.7194963895575,11.3867802258841,11.6645065728569,11.6459914830587,7.48009627846695,8.09109424180707,8.60951675615627,0.0349899598393574,0.0361607142857143,0.03505291005291,0.0340531561461794,0.0302593659942363,0.0327604166666666,0.0264052287581699,0.0289021164021164,0.0275800711743772,332,336,378,301,347,320,255,252,281
2,25,32,14.1270135160156,12.7198666913535,12.275504536197,10.2388446583966,13.77522680985,11.7570820218478,9.62784669505647,6.33216071097945,9.14645436030365,0.0350321395775941,0.0350152905198777,0.0303571428571428,0.0314562002275313,0.0324607329842932,0.0348135964912281,0.0297823596792669,0.0263888888888889,0.0260548523206751,363,327,364,293,382,304,291,216,316
2,26,3,14.2010738752083,11.6645065728569,13.8863173486391,11.5349009442696,13.7937418996482,12.4606554341789,8.07257915200889,7.22088502129235,7.1653397518978,0.0302922590837283,0.0280748663101604,0.0288018433179723,0.0306293018682399,0.0279654654654654,0.0270281124497992,0.0239035087719298,0.0236363636363636,0.022791519434629,422,374,434,339,444,415,304,275,283
2,27,4,11.5163858544714,10.275874837993,13.6641362710609,11.0535086095168,14.1640436956119,13.57156082207,9.25754489909276,6.86909831512683,9.62784669505647,0.0342134213421342,0.0293650793650794,0.0283410138248848,0.0309968847352025,0.031559405940594,0.0336547291092745,0.0278706800445931,0.0253415300546448,0.0286028602860286,303,315,434,321,404,363,299,244,303
2,28,5,12.8494723199408,10.5906313645621,14.275134234401,9.35012034808369,12.9235326791335,13.3493797444918,7.55415663765969,10.0722088502129,9.03536382151453,0.0325821596244131,0.0296988577362409,0.0346361185983827,0.0311728395061728,0.0323148148148148,0.0340415486307837,0.0291845493562232,0.031812865497076,0.0280459770114942,355,321,371,270,360,353,233,285,290
2,29,6,14.3306795037956,13.3308646546936,10.0166635808184,12.1273838178115,11.8311423810405,10.9609331605258,10.2018144788002,8.7020922051472,8.49842621736715,0.0369627507163324,0.036697247706422,0.0302572706935123,0.0346560846560846,0.0322727272727273,0.0316239316239316,0.0288784067085954,0.0308398950131234,0.0298828125,349,327,298,315,330,312,318,254,256
2,30,7,14.775041658952,10.9979633401222,11.479355674875,9.66487687465284,14.1270135160156,12.1088687280133,9.86854286243288,7.70227735604518,9.27605998889095,0.03189448441247,0.025,0.0251419302514193,0.0261261261261261,0.0270567375886525,0.0286842105263158,0.0254536771728749,0.0248506571087216,0.0249253731343284,417,396,411,333,470,380,349,279,335
2,31,8,11.7200518422514,11.2386595074986,9.35012034808369,8.72060729494538,13.7381966302537,14.367709683392,11.5163858544714,7.98000370301796,11.3682651360859,0.0343648208469055,0.0362604540023895,0.0304951690821256,0.032172131147541,0.0350330500472143,0.0400412796697626,0.0332264957264957,0.0279507133592737,0.0351660939289805,307,279,276,244,353,323,312,257,291
2,32,9,13.0901684873172,10.275874837993,12.5902610627662,10.4054804665803,13.5345306424736,14.5343454915756,7.60970190705425,7.86891316422885,10.0907239400111,0.0277254901960784,0.0262039660056657,0.030713640469738,0.025591985428051,0.0298611111111111,0.030929866036249,0.025,0.0241751990898749,0.0248858447488584,425,353,369,366,408,423,274,293,365
3,1,12,14.5343454915756,10.979448250324,12.4051101647843,10.2943899277911,13.6085910016664,11.5904462136641,10.0166635808184,8.12812442140344,8.4428809479726,0.0295334838224229,0.0261463844797178,0.0271035598705502,0.024645390070922,0.0274049217002237,0.0276746242263483,0.0253990610328638,0.023080967402734,0.0229607250755287,443,378,412,376,447,377,355,317,331
3,2,13,11.9422329198297,11.2016293279022,13.8863173486391,10.5165710053694,14.2566191446029,14.6639511201629,8.86872801333086,6.55434178855767,8.10960933160526,0.0302816901408451,0.0300995024875622,0.0322997416020672,0.0284284284284284,0.0325719120135364,0.0357723577235772,0.0258360302049622,0.0239837398373984,0.0264492753623188,355,335,387,333,394,369,309,246,276
3,3,16,14.9972227365303,12.3125347157934,11.9052027402333,9.31309016848732,13.867802258841,12.275504536197,7.70227735604518,7.86891316422885,9.75745232364377,0.0382436260623229,0.0338939857288481,0.0311531007751938,0.0324935400516796,0.0327646544181977,0.0321220930232558,0.0242424242424242,0.0283333333333333,0.028987898789879,353,327,344,258,381,344,286,250,303
3,4,17,12.571745972968,12.9420477689317,14.571375671172,10.4425106461766,12.8309572301426,12.3495648953897,8.38733567857804,7.23940011109054,8.66506202555082,0.0335806132542037,0.033768115942029,0.0352598566308244,0.0327526132404181,0.0309651474530831,0.0323158914728682,0.0262152777777778,0.0268175582990398,0.0275618374558304,337,345,372,287,373,344,288,243,283
3,5,1,14.4788002221811,11.2201444177004,13.5530457322718,10.4610257359748,13.77522680985,13.2382892057026,6.66543232734679,8.183669690798,8.42436585817441,0.0271527777777778,0.0251870324189526,0.0253638253638253,0.0257990867579909,0.0271334792122538,0.0264814814814815,0.0218181818181818,0.0226666666666667,0.023190621814475,480,401,481,365,457,450,275,325,327
3,6,20,13.2012590261063,12.7939270505462,13.1086835771153,10.2388446583966,16.1451583040178,11.5349009442696,7.85039807443066,6.387705980374,8.73912238474357,0.0349509803921568,0.0338725490196078,0.0320652173913043,0.0311373873873874,0.0337200309358082,0.0311811811811812,0.0263681592039801,0.0261363636363636,0.0255411255411255,340,340,368,296,431,333,268,220,308
3,7,22,14.2936493241992,11.7570820218478,13.275319385299,11.5349009442696,13.1642288465099,10.2573597481948,10.1647842992039,7.68376226624699,7.86891316422885,0.0335944299390774,0.0290750915750916,0.0322102425876011,0.0316565040650406,0.0298488664987405,0.0265325670498084,0.0310169491525424,0.0253357753357753,0.0262345679012346,383,364,371,328,397,348,295,273,270
3,8,23,10.7017219033512,11.9237178300315,12.4421403443807,10.775782262544,14.4047398629883,12.5347157933716,7.62821699685243,7.22088502129235,12.3680799851879,0.0262488646684832,0.0270361041141897,0.0274509803921568,0.0271708683473389,0.0277065527065527,0.027320419693301,0.023760092272203,0.0244360902255639,0.0253030303030303,367,397,408,357,468,413,289,266,440
3,9,24,13.9418626180337,10.5906313645621,10.9979633401222,9.4612108868728,15.663765969265,13.9233475282355,6.48028142936493,9.18348453990002,9.75745232364377,0.035252808988764,0.0319910514541387,0.0294642857142857,0.028675645342312,0.0364341085271318,0.0354048964218456,0.0260416666666667,0.030731102850062,0.0292777777777778,356,298,336,297,387,354,224,269,300
3,10,26,12.571745972968,10.7572671727458,11.6274763932605,9.88705795223107,12.9235326791335,13.77522680985,10.1462692094057,8.01703388261433,10.2943899277911,0.0294704861111111,0.0284803921568627,0.0283649503161698,0.0250704225352113,0.0287242798353909,0.029951690821256,0.0274274274274274,0.0227655099894848,0.0265520534861509,384,340,369,355,405,414,333,317,349
3,11,27,12.4236252545825,14.6454360303647,11.9052027402333,9.55378633586373,11.6274763932605,10.8683577115349,7.98000370301796,8.38733567857804,12.6087761525643,0.0256498470948012,0.0254996776273372,0.0246360153256705,0.0237569060773481,0.0255908720456398,0.0250213128729753,0.0229499467518637,0.022809667673716,0.024890350877193,436,517,435,362,409,391,313,331,456
3,12,2,14.7380114793557,13.1271986669135,12.2014441770043,8.7020922051472,13.5160155526754,11.775597111646,10.0907239400111,7.12830957230143,8.72060729494538,0.0331666666666666,0.0310148731408574,0.0286771105308964,0.0251875669882101,0.0294592413236481,0.0292011019283746,0.0276089159067882,0.0245849297573436,0.0261666666666667,400,381,383,311,413,363,329,261,300
3,13,30,15.5156452508795,12.2014441770043,12.6828365117571,9.51675615626736,14.5528605813738,10.4054804665803,8.07257915200889,8.29476022958711,8.75763747454175,0.0402497598463016,0.0380046136101499,0.033187984496124,0.0338603425559947,0.0361878453038674,0.034820322180917,0.0281653746770026,0.0315049226441632,0.0310367454068242,347,289,344,253,362,269,258,237,254
3,14,31,13.4604702832809,13.1086835771153,12.9235326791335,8.77615256433994,13.5160155526754,11.8496574708387,8.55397148676171,7.96148861321977,9.8500277726347,0.0348180076628352,0.0333333333333333,0.0316984559491371,0.0296992481203008,0.0313573883161512,0.0310077519379845,0.0255813953488372,0.0288978494623656,0.0281481481481482,348,354,367,266,388,344,301,248,315
3,15,39,14.0159229772264,12.2014441770043,12.9790779485281,9.64636178485466,17.3486391408998,10.7017219033512,8.88724310312905,5.4989816700611,8.72060729494538,0.0298973143759873,0.0268541157294213,0.028017585931255,0.0272204806687565,0.0307414698162729,0.0253508771929824,0.0236686390532544,0.0220982142857143,0.0244548286604361,422,409,417,319,508,380,338,224,321
3,16,3,13.5160155526754,11.7385669320496,16.8117015367525,9.47972597667099,14.6454360303647,13.2382892057026,6.99870394371413,5.92482873541937,7.64673208665062,0.0298935298935299,0.0258986928104575,0.0295572916666666,0.0257028112449799,0.0257486979166666,0.0289239482200647,0.020655737704918,0.0214190093708166,0.0218518518518519,407,408,512,332,512,412,305,249,315
3,17,4,14.0344380670246,14.275134234401,11.1645991483059,9.18348453990002,13.2382892057026,11.9607480096278,7.62821699685243,7.81336789483429,10.7017219033512,0.0360952380952381,0.0345430107526882,0.0308282208588957,0.0306172839506173,0.0322944896115628,0.0331282051282051,0.0261089987325729,0.027367055771725,0.0316885964912281,350,372,326,270,369,325,263,257,304
3,18,5,13.9974078874283,10.7942973523422,13.2197741159045,10.8313275319385,14.9046472875393,12.5902610627662,6.01740418441029,8.5724865765599,9.07239400111091,0.0305084745762712,0.0272175536881419,0.0313157894736842,0.0285087719298246,0.0302177177177177,0.0301418439716312,0.0228551336146273,0.0258082497212932,0.0243055555555555,413,357,380,342,444,376,237,299,336
3,19,7,12.8865024995371,14.775041658952,14.1825587854101,10.7942973523422,13.1642288465099,11.6645065728569,5.22125532308832,7.01721903351231,10.2943899277911,0.0255506607929515,0.026027397260274,0.0259485094850948,0.0241708126036484,0.0248427672955975,0.0245327102803738,0.0190283400809717,0.0212682379349046,0.0236999147485081,454,511,492,402,477,428,247,297,391
3,20,8,13.7937418996482,11.571931123866,13.2197741159045,9.22051471949639,12.7568968709498,13.0531383077208,9.31309016848732,8.42436585817441,8.64654693575264,0.0293538219070134,0.0279267202859696,0.0292383292383292,0.0238505747126437,0.0281454248366013,0.0286585365853658,0.0240900383141762,0.0238469601677149,0.0234437751004016,423,373,407,348,408,410,348,318,332
3,21,HAM.S10,13.1642288465099,11.9607480096278,12.9235326791335,10.683206813553,13.7381966302537,12.3680799851879,6.5173116089613,8.72060729494538,9.92408813182744,0.0285542168674699,0.0300744878957169,0.0288668320926385,0.0267129629629629,0.0287596899224806,0.0290687554395126,0.0223067173637516,0.024079754601227,0.026044703595724,415,358,403,360,430,383,263,326,343
3,22,HAM.S11,15.1823736345121,12.1829290872061,13.77522680985,9.47972597667099,14.6454360303647,12.2569894463988,8.01703388261433,7.12830957230143,7.33197556008147,0.0359649122807017,0.0319727891156462,0.0324607329842932,0.026919032597266,0.0322330888345558,0.030905695611578,0.0264346764346764,0.0244910941475827,0.0246268656716418,380,343,382,317,409,357,273,262,268
3,23,HAM.S14,14.3862247731902,10.979448250324,14.8120718385484,8.83169783373449,13.3308646546936,13.2012590261063,7.2949453804851,7.64673208665062,9.51675615626736,0.0285871964679911,0.0248324958123953,0.0276625172890733,0.0252380952380952,0.0267260579064588,0.0282936507936508,0.0213203463203463,0.023735632183908,0.0244064577397911,453,398,482,315,449,420,308,290,351
3,24,HAM.S15,12.571745972968,11.6274763932605,13.7381966302537,9.4612108868728,14.4232549527865,12.8124421403444,7.57267172745788,6.94315867431957,10.8498426217367,0.0277369281045751,0.0268376068376068,0.0270014556040757,0.0261247443762781,0.0295075757575757,0.028761429758936,0.0237514518002323,0.0234962406015038,0.0263963963963964,408,390,458,326,440,401,287,266,370
3,25,HAM.S18,14.6824662099611,14.6454360303647,11.3497500462877,8.68357711534901,14.2010738752083,10.7017219033512,8.12812442140344,6.96167376411776,10.6461766339567,0.0332913518052057,0.0338034188034188,0.0269569041336851,0.0277186761229314,0.0311788617886179,0.0283333333333333,0.0255827505827506,0.0243839169909209,0.0281862745098039,397,390,379,282,410,340,286,257,340
3,26,HAM.S19,14.2936493241992,13.8863173486391,11.9977781892242,11.3867802258841,11.2386595074986,10.683206813553,10.183299389002,7.72079244584336,8.60951675615627,0.0395897435897436,0.0423728813559322,0.0382978723404255,0.0368705035971223,0.0366545893719807,0.0333912037037037,0.0360892388451444,0.0304824561403509,0.0315040650406504,325,295,282,278,276,288,254,228,246
3,27,HAM.S21,13.1827439363081,11.6089613034623,12.9050175893353,10.8128124421403,14.2381040548047,12.5902610627662,8.47991112756897,7.59118681725606,8.59100166635808,0.0277258566978193,0.0259305210918114,0.0299398625429553,0.0268135904499541,0.0293960244648318,0.0291345329905741,0.0240799158780231,0.0224780701754386,0.0226120857699805,428,403,388,363,436,389,317,304,342
3,28,HAM.S28,11.8866876504351,11.6645065728569,12.7383817811516,14.1455286058137,13.9974078874283,11.7941122014442,6.73949268653953,7.70227735604518,9.3316052582855,0.030225988700565,0.0293296089385475,0.0344344344344344,0.035969868173258,0.0335106382978723,0.0301609848484848,0.0261494252873563,0.0293785310734463,0.0278145695364238,354,358,333,354,376,352,232,236,302
3,29,HAM.S32,13.5530457322718,12.1458989076097,13.5900759118682,12.9235326791335,15.3119792630994,11.7200518422514,8.40585076837623,6.27661544158489,6.07294945380485,0.0327077747989276,0.0339544513457557,0.0273676360924683,0.0306140350877193,0.0302266081871345,0.0301428571428571,0.0254769921436588,0.0232510288065844,0.0236652236652237,373,322,447,380,456,350,297,243,231
3,30,HAM.S34,15.2564339937049,11.0164784299204,13.3493797444918,8.97981855211998,13.9233475282355,12.0533234586188,8.16515460099981,9.25754489909276,7.99851879281614,0.0390151515151515,0.0299597180261833,0.0290960451977401,0.0269444444444444,0.0323024054982818,0.0314492753623188,0.0240196078431373,0.0285388127853881,0.0244897959183674,352,331,413,300,388,345,306,292,294
3,31,HAM.S35,11.8126272912424,9.4612108868728,12.9790779485281,10.6276615441585,17.0709127939271,15.0157378263285,6.22107017219033,7.20236993149417,9.60933160525829,0.029455216989843,0.027209797657082,0.0253985507246377,0.0270244821092279,0.0312330623306233,0.0326489533011272,0.021455938697318,0.0234055354993983,0.0256676557863501,361,313,460,354,492,414,261,277,337
3,32,HAM.S36,15.0527680059248,17.7930012960563,11.8496574708387,11.1090538789113,10.479540825773,8.183669690798,9.14645436030365,7.38752082947602,8.99833364191816,0.0311494252873563,0.0289109506618532,0.0282186948853615,0.0276243093922652,0.0240646258503401,0.0230929989550679,0.0246506986027944,0.0214516129032258,0.0226256983240223,435,554,378,362,392,319,334,310,358
3,33,HAM.S37,13.0901684873172,10.7942973523422,12.775411960748,10.9239029809295,14.5343454915756,13.9418626180337,6.31364562118126,7.88742825402703,9.73893723384558,0.0259544787077827,0.023584142394822,0.0275779376498801,0.0244003308519437,0.0268651608487337,0.0264210526315789,0.0218589743589744,0.0217125382262997,0.0219715956558062,454,412,417,403,487,475,260,327,399
3,34,HAM.S38,12.8309572301426,10.3499351971857,13.5900759118682,10.3499351971857,14.4973153119793,11.9422329198297,8.35030549898167,8.27624513978893,9.81299759303833,0.0310483870967742,0.0271622934888241,0.0289204097714736,0.0265432098765432,0.0277659574468085,0.0310693641618497,0.0237869198312236,0.025,0.0261341222879684,372,343,423,351,470,346,316,298,338
3,35,HAM.S40,13.1086835771153,12.2014441770043,12.2940196259952,9.92408813182744,13.9048324384373,13.57156082207,7.7948528050361,6.88761340492501,10.3129050175893,0.0332394366197183,0.0319282945736434,0.0287445887445887,0.026044703595724,0.032426597582038,0.0307724601175483,0.0241122565864834,0.0239382239382239,0.0265998089780325,355,344,385,343,386,397,291,259,349
3,36,HAM.S41,12.8679874097389,12.9605628587299,13.9603777078319,10.1462692094057,13.0531383077208,12.3495648953897,6.75800777633772,8.7020922051472,9.2019996296982,0.029777206512425,0.0291666666666667,0.0281763826606876,0.0269419862340216,0.0273892773892774,0.0285042735042735,0.0218040621266428,0.0251068376068376,0.0254089979550102,389,400,446,339,429,390,279,312,326
3,37,HAM.S42,14.6084058507684,11.9422329198297,13.1642288465099,11.6830216626551,13.5345306424736,12.8124421403444,7.27643029068691,6.59137196815405,8.38733567857804,0.0337179487179487,0.0301120448179272,0.0318548387096774,0.03022030651341,0.0333789954337899,0.0289055973266499,0.0252895752895753,0.0262536873156342,0.0263986013986014,390,357,372,348,365,399,259,226,286
3,38,HAM.S9,14.5528605813738,11.9977781892242,13.275319385299,9.68339196445103,15.0342529161266,12.1273838178115,8.09109424180707,7.44306609887058,7.7948528050361,0.03275,0.0282722513089005,0.0327397260273972,0.0271547248182762,0.0321456848772763,0.0307511737089202,0.0244407158836689,0.0235915492957747,0.0251493428912784,400,382,365,321,421,355,298,284,279
